,year,lifeExp,gdpPercap,population,income_groups,country,continent,region
37242,1801,31.1,1257,1254212,low_income,Syria,Asia,Middle East North Africa
2900,1801,31.0,676,636559,low_income,Benin,Africa,Sub Saharan Africa
40587,1801,36.6,865,11215490,lower_middle_income,Ukraine,Europe,Europe Central Asia
24531,1801,32.65,954,42378,upper_middle_income,Maldives,Asia,South Asia
18956,1801,34.2,1298,304384,upper_middle_income,Jamaica,Americas,America
35012,1801,29.4,786,989372,low_income,Somalia,Africa,Sub Saharan Africa
8475,1801,32.1,789,56346,lower_middle_income,Comoros,Africa,Sub Saharan Africa
2677,1801,40.01,2701,3258961,high_income,Belgium,Europe,Europe Central Asia
32113,1801,32.1,764,165944,lower_middle_income,Palestine,Asia,Middle East North Africa
41033,1801,39.41,3013,6113782,high_income,United States,Americas,America
5799,1801,28.8,712,392287,lower_middle_income,Bhutan,Asia,South Asia
10928,1801,28.82,796,2509126,upper_middle_income,Algeria,Africa,Middle East North Africa
32559,1801,35.7,224,5541358,upper_middle_income,Romania,Europe,Europe Central Asia
21632,1801,29.7,1239,301524,upper_middle_income,Lebanon,Asia,Middle East North Africa
21855,1801,31.1,902,313543,low_income,Liberia,Africa,Sub Saharan Africa
224,1801,26.98,702,1567028,lower_middle_income,Angola,Africa,Sub Saharan Africa
11151,1801,32.9,599,500000,upper_middle_income,Ecuador,Americas,America
10705,1801,29.9,755,146136,upper_middle_income,Dominican Republic,Americas,America
32782,1801,29.57,1621,31295641,upper_middle_income,Russia,Europe,Europe Central Asia
32336,1801,30.8,1246,14092,high_income,Qatar,Asia,Middle East North Africa
43263,1801,33.7,985,1085814,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
21409,1801,31.9,979,470000,lower_middle_income,Lao,Asia,East Asia Pacific
1,1801,28.2,683,3280000,low_income,Afghanistan,Asia,South Asia
22078,1801,33.1,1189,230184,upper_middle_income,Libya,Africa,Middle East North Africa
37688,1801,31.3,773,445985,low_income,Togo,Africa,Sub Saharan Africa
16727,1802,29.0,718,518784,low_income,Haiti,Americas,America
6246,1802,30.0,480,479444,low_income,Central African Republic,Africa,Sub Saharan Africa
8253,1802,32.0,1084,1206000,upper_middle_income,Colombia,Americas,America
29661,1802,32.3,1037,301753,high_income,Oman,Asia,Middle East North Africa
24755,1802,26.9,1481,5232171,upper_middle_income,Mexico,Americas,America
40365,1802,25.3,525,2456953,low_income,Uganda,Africa,Sub Saharan Africa
3124,1802,29.2,543,1665421,low_income,Burkina Faso,Africa,Sub Saharan Africa
26762,1802,32.0,598,382696,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
11598,1802,30.2,602,205010,low_income,Eritrea,Africa,Sub Saharan Africa
13828,1802,31.87,615,1072178,upper_middle_income,Georgia,Europe,Europe Central Asia
18734,1802,29.69,2848,19114447,high_income,Italy,Europe,Europe Central Asia
35236,1802,35.5,1537,2147197,upper_middle_income,Serbia,Europe,Europe Central Asia
2901,1802,31.0,676,636559,low_income,Benin,Africa,Sub Saharan Africa
37243,1802,31.1,1257,1258439,low_income,Syria,Asia,Middle East North Africa
21410,1802,31.9,979,470000,lower_middle_income,Lao,Asia,East Asia Pacific
11152,1802,32.9,599,500000,upper_middle_income,Ecuador,Americas,America
2678,1802,40.02,2704,3267947,high_income,Belgium,Europe,Europe Central Asia
13382,1802,30.6,442,158227,upper_middle_income,Gabon,Africa,Sub Saharan Africa
8476,1802,32.1,789,56346,lower_middle_income,Comoros,Africa,Sub Saharan Africa
32337,1802,30.8,1251,14092,high_income,Qatar,Asia,Middle East North Africa
35013,1802,29.4,787,989796,low_income,Somalia,Africa,Sub Saharan Africa
22525,1802,32.6,1019,1687020,upper_middle_income,Sri Lanka,Asia,South Asia
22079,1802,33.1,1189,230325,upper_middle_income,Libya,Africa,Middle East North Africa
20964,1802,25.8,948,9395000,high_income,South Korea,Asia,East Asia Pacific
18957,1802,34.2,1298,308833,upper_middle_income,Jamaica,Americas,America
24532,1802,32.65,954,42378,upper_middle_income,Maldives,Asia,South Asia
40588,1802,36.6,866,11215490,lower_middle_income,Ukraine,Europe,Europe Central Asia
31891,1802,35.5,945,278575,upper_middle_income,Paraguay,Americas,America
16058,1802,34.9,1164,20000,high_income,"Hong Kong, China",Asia,East Asia Pacific
29884,1802,25.8,1156,13171633,lower_middle_income,Pakistan,Asia,South Asia
8030,1802,32.7,654,314465,lower_middle_income,"Congo, Rep.",Africa,Sub Saharan Africa
38581,1802,28.95,592,137262,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
18511,1802,32.0,2846,209954,high_income,Israel,Asia,Middle East North Africa
25424,1802,26.41,683,1403398,low_income,Mali,Africa,Sub Saharan Africa
7584,1802,28.75,709,1860054,lower_middle_income,Cameroon,Africa,Sub Saharan Africa
35905,1802,32.9,1853,80721,upper_middle_income,Suriname,Americas,America
16281,1802,33.9,764,130492,lower_middle_income,Honduras,Americas,America
3793,1802,30.3,1411,64474,high_income,Bahrain,Asia,Middle East North Africa
15612,1802,25.8,970,475104,upper_middle_income,Guatemala,Americas,America
18065,1802,31.2,1025,1008932,upper_middle_income,Iraq,Asia,Middle East North Africa
27877,1802,30.8,505,852737,low_income,Niger,Africa,Sub Saharan Africa
14497,1802,28.8,921,103274,low_income,Gambia,Africa,Sub Saharan Africa
22302,1802,28.01,991,24000,upper_middle_income,St. Lucia,Americas,America
21187,1802,26.0,1251,81280,high_income,Kuwait,Asia,Middle East North Africa
17842,1802,25.6,1022,6053778,upper_middle_income,Iran,Asia,Middle East North Africa
25647,1802,28.7,885,134072,high_income,Malta,Europe,Europe Central Asia
7361,1802,31.16,678,1088530,lower_middle_income,Cote d'Ivoire,Africa,Sub Saharan Africa
39473,1802,35.0,1117,9791003,upper_middle_income,Turkey,Europe,Europe Central Asia
28992,1802,32.8,745,3987938,low_income,Nepal,Asia,South Asia
14274,1802,29.52,509,983959,low_income,Guinea,Africa,Sub Saharan Africa
38358,1802,24.0,1070,367215,upper_middle_income,Turkmenistan,Asia,Europe Central Asia
27431,1802,30.6,1117,287000,upper_middle_income,Malaysia,Asia,East Asia Pacific
40142,1802,32.2,636,3001971,low_income,Tanzania,Africa,Sub Saharan Africa
3347,1802,25.5,992,19267002,lower_middle_income,Bangladesh,Asia,South Asia
29438,1802,34.05,766,186607,high_income,New Zealand,Asia,East Asia Pacific
14051,1802,28.0,789,2016034,lower_middle_income,Ghana,Africa,Sub Saharan Africa
42818,1802,33.5,1738,1458526,upper_middle_income,South Africa,Africa,Sub Saharan Africa
18288,1802,27.62,1049,61428,high_income,Iceland,Europe,Europe Central Asia
25201,1802,36.1,781,391865,upper_middle_income,North Macedonia,Europe,Europe Central Asia
7807,1802,31.6,554,5163819,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
21856,1802,31.1,902,313543,low_income,Liberia,Africa,Sub Saharan Africa
35682,1802,31.0,966,22731,lower_middle_income,Sao Tome and Principe,Africa,Sub Saharan Africa
39919,1802,28.3,1123,2000000,high_income,Taiwan,Asia,East Asia Pacific
21633,1802,29.7,1241,303056,upper_middle_income,Lebanon,Asia,Middle East North Africa
3570,1802,35.89,1233,2243619,upper_middle_income,Bulgaria,Europe,Europe Central Asia
5131,1802,32.0,1008,2651763,upper_middle_income,Brazil,Americas,America
35459,1802,26.67,574,1030097,low_income,South Sudan,Africa,Sub Saharan Africa
24309,1802,30.5,649,1517367,low_income,Madagascar,Africa,Sub Saharan Africa
33229,1802,32.1,915,2008919,high_income,Saudi Arabia,Asia,Middle East North Africa
41926,1802,32.0,976,4202278,lower_middle_income,Vietnam,Asia,East Asia Pacific
1563,1802,33.54,857,37000,high_income,Antigua and Barbuda,Americas,America
6023,1802,33.6,449,120083,upper_middle_income,Botswana,Africa,Sub Saharan Africa
37912,1802,30.4,1057,3135410,upper_middle_income,Thailand,Asia,East Asia Pacific
33898,1802,29.1,1156,30000,high_income,Singapore,Asia,East Asia Pacific
30999,1802,31.5,618,754894,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
12490,1802,39.2,1421,830926,high_income,Finland,Europe,Europe Central Asia
10037,1802,29.9,857,22848,lower_middle_income,Djibouti,Africa,Middle East North Africa
20072,1802,23.94,575,530343,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
22748,1802,32.8,399,276361,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
41703,1802,32.2,1235,956830,upper_middle_income,Venezuela,Americas,America
1786,1802,34.05,936,210524,high_income,Australia,Asia,East Asia Pacific
9368,1802,38.5,967,184432,high_income,Cyprus,Europe,Europe Central Asia
34121,1802,25.1,411,56998,lower_middle_income,Solomon Islands,Asia,East Asia Pacific
26985,1802,28.7,1064,62388,upper_middle_income,Mauritius,Africa,Sub Saharan Africa
23417,1802,33.0,852,590588,high_income,Latvia,Europe,Europe Central Asia
37466,1802,30.9,473,1444759,low_income,Chad,Africa,Sub Saharan Africa
33452,1802,31.4,586,4004722,lower_middle_income,Sudan,Africa,Sub Saharan Africa
31445,1802,26.0,282,4345000,low_income,North Korea,Asia,East Asia Pacific
12044,1802,35.26,1064,334136,high_income,Estonia,Europe,Europe Central Asia
20518,1802,24.9,625,17876,lower_middle_income,Kiribati,Asia,East Asia Pacific
1117,1802,33.2,1737,505520,upper_middle_income,Argentina,Americas,America
32783,1802,29.57,1622,31295641,upper_middle_income,Russia,Europe,Europe Central Asia
22971,1802,28.9,1441,778655,high_income,Lithuania,Europe,Europe Central Asia
42372,1802,25.4,1586,47284,upper_middle_income,Samoa,Asia,East Asia Pacific
9591,1802,34.95,2169,5516349,high_income,Czech Republic,Europe,Europe Central Asia
9814,1802,38.37,1827,18594046,high_income,Germany,Europe,Europe Central Asia
33675,1802,25.2,563,1009886,lower_middle_income,Senegal,Africa,Sub Saharan Africa
42149,1802,24.3,663,27791,lower_middle_income,Vanuatu,Asia,East Asia Pacific
1340,1802,34.0,582,413326,upper_middle_income,Armenia,Europe,Europe Central Asia
31222,1802,35.9,999,9133349,high_income,Poland,Europe,Europe Central Asia
12267,1802,29.7,592,12032589,low_income,Ethiopia,Africa,Sub Saharan Africa
20295,1802,35.0,436,2090000,lower_middle_income,Cambodia,Asia,East Asia Pacific
23194,1802,36.9,1645,127030,high_income,Luxembourg,Europe,Europe Central Asia
10706,1802,29.9,755,142371,upper_middle_income,Dominican Republic,Americas,America
5577,1802,29.2,1712,2258,high_income,Brunei,Asia,East Asia Pacific
5800,1802,28.8,713,392287,lower_middle_income,Bhutan,Asia,South Asia
12713,1802,26.1,889,130991,upper_middle_income,Fiji,Asia,East Asia Pacific
894,1802,30.7,1138,40153,high_income,United Arab Emirates,Asia,Middle East North Africa
38135,1802,24.24,631,466629,low_income,Tajikistan,Asia,Europe Central Asia
42595,1802,23.39,998,2593000,low_income,Yemen,Asia,Middle East North Africa
19403,1802,36.4,1531,28286447,high_income,Japan,Asia,East Asia Pacific
24086,1802,33.15,703,712558,lower_middle_income,Moldova,Europe,Europe Central Asia
30330,1802,35.7,1167,1275527,upper_middle_income,Peru,Americas,America
13159,1802,26.7,586,16416,lower_middle_income,"Micronesia, Fed. Sts.",Asia,East Asia Pacific
34567,1802,28.7,1104,228590,lower_middle_income,El Salvador,Americas,America
41034,1802,39.41,3064,6229723,high_income,United States,Americas,America
37689,1802,31.3,773,445985,low_income,Togo,Africa,Sub Saharan Africa
27654,1802,32.4,611,222971,upper_middle_income,Namibia,Africa,Sub Saharan Africa
8699,1802,33.8,599,55716,lower_middle_income,Cape Verde,Africa,Sub Saharan Africa
19180,1802,31.7,1022,201638,upper_middle_income,Jordan,Asia,Middle East North Africa
32560,1802,35.7,224,5583027,upper_middle_income,Romania,Europe,Europe Central Asia
30107,1802,32.9,959,76703,high_income,Panama,Americas,America
2455,1802,31.5,474,899097,low_income,Burundi,Africa,Sub Saharan Africa
8922,1802,30.21,877,53924,upper_middle_income,Costa Rica,Americas,America
5354,1802,32.12,1035,81729,high_income,Barbados,Americas,America
2232,1802,29.17,877,879960,upper_middle_income,Azerbaijan,Europe,Europe Central Asia
16504,1802,36.1,1243,1227886,high_income,Croatia,Europe,Europe Central Asia
19849,1802,25.5,972,2601363,lower_middle_income,Kenya,Africa,Sub Saharan Africa
23640,1802,33.1,809,2518286,lower_middle_income,Morocco,Africa,Middle East North Africa
41480,1802,25.99,949,25781,upper_middle_income,St. Vincent and the Grenadines,Americas,America
2009,1802,34.4,2108,3035004,high_income,Austria,Europe,Europe Central Asia
9145,1802,32.45,731,315598,upper_middle_income,Cuba,Americas,America
34344,1802,25.1,831,794264,low_income,Sierra Leone,Africa,Sub Saharan Africa
11821,1802,29.5,1751,11568438,high_income,Spain,Europe,Europe Central Asia
15835,1802,31.12,1374,166034,upper_middle_income,Guyana,Americas,America
31668,1802,35.6,1644,2800344,high_income,Portugal,Europe,Europe Central Asia
19626,1802,26.2,1293,2041282,upper_middle_income,Kazakhstan,Asia,Europe Central Asia
30553,1802,30.9,1082,2374643,lower_middle_income,Philippines,Asia,East Asia Pacific
225,1802,26.98,705,1567028,lower_middle_income,Angola,Africa,Sub Saharan Africa
12936,1802,34.38,2083,29217510,high_income,France,Europe,Europe Central Asia
41257,1802,26.93,568,1919159,lower_middle_income,Uzbekistan,Asia,Europe Central Asia
43264,1802,33.7,986,1085814,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
40811,1802,32.9,2153,55000,high_income,Uruguay,Americas,America
4016,1802,35.18,1636,27350,high_income,Bahamas,Americas,America
13605,1802,38.62,3906,10983623,high_income,United Kingdom,Europe,Europe Central Asia
28323,1802,25.4,1101,186000,lower_middle_income,Nicaragua,Americas,America
6692,1802,38.0,2772,1772279,high_income,Switzerland,Europe,Europe Central Asia
11375,1802,33.0,1119,3563888,lower_middle_income,Egypt,Africa,Middle East North Africa
15389,1802,31.4,1086,29409,upper_middle_income,Grenada,Americas,America
28546,1802,39.86,5042,2009313,high_income,Netherlands,Europe,Europe Central Asia
4908,1802,33.0,967,906297,lower_middle_income,Bolivia,Americas,America
2,1802,28.19,683,3280000,low_income,Afghanistan,Asia,South Asia
4685,1802,26.5,655,25526,upper_middle_income,Belize,Americas,America
43041,1802,32.6,755,769979,lower_middle_income,Zambia,Africa,Sub Saharan Africa
36797,1802,32.3,555,85102,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
38804,1802,28.2,751,18650,upper_middle_income,Tonga,Asia,East Asia Pacific
14943,1802,29.8,404,80377,upper_middle_income,Equatorial Guinea,Africa,Sub Saharan Africa
10483,1802,44.37,2286,1014514,high_income,Denmark,Europe,Europe Central Asia
6915,1802,32.0,992,771447,high_income,Chile,Americas,America
25870,1802,30.8,933,5686137,lower_middle_income,Myanmar,Asia,East Asia Pacific
4462,1802,36.2,688,2355081,upper_middle_income,Belarus,Europe,Europe Central Asia
37020,1802,37.0,903,12522,high_income,Seychelles,Africa,Sub Saharan Africa
17396,1802,25.0,1195,201525446,lower_middle_income,India,Asia,South Asia
14720,1802,32.0,641,218167,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
16950,1802,36.0,1414,3330105,high_income,Hungary,Europe,Europe Central Asia
36351,1802,36.6,1595,469664,high_income,Slovenia,Europe,Europe Central Asia
7138,1802,32.0,1071,333085172,upper_middle_income,China,Asia,East Asia Pacific
28769,1802,38.37,1564,896980,high_income,Norway,Europe,Europe Central Asia
10929,1802,28.82,796,2518286,upper_middle_income,Algeria,Africa,Middle East North Africa
33006,1802,25.0,489,928368,low_income,Rwanda,Africa,Sub Saharan Africa
6469,1802,39.0,1506,525100,high_income,Canada,Americas,America
17619,1802,38.3,1643,5410972,high_income,Ireland,Europe,Europe Central Asia
26093,1802,35.4,1198,126582,upper_middle_income,Montenegro,Europe,Europe Central Asia
26316,1802,31.8,670,601873,lower_middle_income,Mongolia,Asia,East Asia Pacific
15166,1802,36.6,1781,2256124,high_income,Greece,Europe,Europe Central Asia
39027,1802,32.9,1394,22322,high_income,Trinidad and Tobago,Americas,America
27208,1802,30.3,396,769309,low_income,Malawi,Africa,Sub Saharan Africa
39250,1802,28.8,800,807201,lower_middle_income,Tunisia,Africa,Middle East North Africa
36128,1802,36.4,1615,2140651,high_income,Slovak Republic,Europe,Europe Central Asia
4239,1802,35.1,757,851806,upper_middle_income,Bosnia and Herzegovina,Europe,Europe Central Asia
36574,1802,40.2,1647,2478845,high_income,Sweden,Europe,Europe Central Asia
17173,1802,30.0,1113,16192985,lower_middle_income,Indonesia,Asia,East Asia Pacific
32114,1802,32.1,764,165944,lower_middle_income,Palestine,Asia,Middle East North Africa
448,1802,35.4,755,403554,upper_middle_income,Albania,Europe,Europe Central Asia
26539,1802,30.28,443,2009399,low_income,Mozambique,Africa,Sub Saharan Africa
28100,1802,30.4,967,12100860,lower_middle_income,Nigeria,Africa,Sub Saharan Africa
39251,1803,28.8,800,810826,lower_middle_income,Tunisia,Africa,Middle East North Africa
11153,1803,32.9,599,500000,upper_middle_income,Ecuador,Americas,America
13383,1803,30.6,442,158227,upper_middle_income,Gabon,Africa,Sub Saharan Africa
41258,1803,26.93,568,1919159,lower_middle_income,Uzbekistan,Asia,Europe Central Asia
40143,1803,32.2,636,3002957,low_income,Tanzania,Africa,Sub Saharan Africa
11599,1803,30.2,602,205010,low_income,Eritrea,Africa,Sub Saharan Africa
7139,1803,32.0,1068,334638557,upper_middle_income,China,Asia,East Asia Pacific
17174,1803,30.0,1108,16235371,lower_middle_income,Indonesia,Asia,East Asia Pacific
26763,1803,32.0,598,382696,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
38582,1803,28.95,593,137262,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
26094,1803,35.4,1198,126582,upper_middle_income,Montenegro,Europe,Europe Central Asia
13829,1803,31.87,615,1072178,upper_middle_income,Georgia,Europe,Europe Central Asia
43265,1803,33.7,987,1085814,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
3348,1803,25.5,992,19304993,lower_middle_income,Bangladesh,Asia,South Asia
2456,1803,31.5,474,899097,low_income,Burundi,Africa,Sub Saharan Africa
42150,1803,24.3,663,27791,lower_middle_income,Vanuatu,Asia,East Asia Pacific
226,1803,26.98,709,1567028,lower_middle_income,Angola,Africa,Sub Saharan Africa
35460,1803,26.67,574,1031459,low_income,South Sudan,Africa,Sub Saharan Africa
2679,1803,40.02,2708,3276958,high_income,Belgium,Europe,Europe Central Asia
18512,1803,32.0,2848,209954,high_income,Israel,Asia,Middle East North Africa
29662,1803,32.3,1037,302634,high_income,Oman,Asia,Middle East North Africa
